dataset,model,defense,defense_params,n_seeds,test_accuracy,test_f1,shadow_attack_auc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,conf_attack_auc,conf_attack_tpr01,label_only_attack_auc,label_only_attack_tpr01,test_accuracy_p_val,test_accuracy_fdr_q_val,test_f1_p_val,test_f1_fdr_q_val,shadow_attack_auc_p_val,shadow_attack_auc_fdr_q_val,shadow_attack_tpr01_p_val,shadow_attack_tpr01_fdr_q_val,shadow_attack_tpr05_p_val,shadow_attack_tpr05_fdr_q_val,shadow_attack_adv_p_val,shadow_attack_adv_fdr_q_val,conf_attack_auc_p_val,conf_attack_auc_fdr_q_val,conf_attack_tpr01_p_val,conf_attack_tpr01_fdr_q_val,label_only_attack_auc_p_val,label_only_attack_auc_fdr_q_val,label_only_attack_tpr01_p_val,label_only_attack_tpr01_fdr_q_val
synthetic_low_dense,GCN,edge_sparsification,"{""rate"": 0.3}",10,"0.5615 (0.5300, 0.5915)","0.5604 (0.5272, 0.5907)","0.7024 (0.6805, 0.7218)","0.0213 (0.0106, 0.0331)","0.0850 (0.0631, 0.1119)","0.3788 (0.3475, 0.4082)","0.7091 (0.6808, 0.7327)","0.0254 (0.0075, 0.0442)","0.5611 (0.5353, 0.5824)","0.0125 (0.0050, 0.0206)",0.010172151471836605,0.040264766242686566,0.009671242747779044,0.03994643743647866,0.009067832313755799,0.017907543059869944,0.7963319638298043,0.9063705624681045,0.4877884961455298,0.7390610064876596,0.000832927130356056,0.0020432743666547,0.12358505064029636,0.20317123508404744,0.704127376962045,0.8705320145395545,0.19429537375770733,0.32768392098448434,0.5843041113328985,0.909267097879788
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.6010 (0.5700, 0.6265)","0.5997 (0.5737, 0.6263)","0.6673 (0.6546, 0.6813)","0.0131 (0.0025, 0.0288)","0.0869 (0.0737, 0.1019)","0.3050 (0.2838, 0.3312)","0.6893 (0.6646, 0.7152)","0.0258 (0.0076, 0.0460)","0.5708 (0.5542, 0.5879)","0.0125 (0.0050, 0.0212)",0.8315788730165966,0.8840975413926385,0.8159685054354671,0.8645019481379485,0.7600466277574194,0.8173104147802387,0.6002915503908487,0.8269077646235701,0.6672777699026646,0.8204395006877949,0.9988319688097625,0.9989821292154092,0.13149855732156776,0.2117463948665245,0.44388844486042706,0.7017024406126953,0.39730546946045164,0.5436941126050049,0.695532867319677,0.9138751171333527
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.6010 (0.5720, 0.6300)","0.5997 (0.5709, 0.6272)","0.6674 (0.6543, 0.6822)","0.0144 (0.0044, 0.0307)","0.0844 (0.0713, 0.0994)","0.3056 (0.2856, 0.3294)","0.6890 (0.6629, 0.7147)","0.0258 (0.0076, 0.0463)","0.5706 (0.5522, 0.5871)","0.0125 (0.0044, 0.0212)",0.8321269898606526,0.8840975413926385,0.8158940148886612,0.8645019481379485,0.7723509384540771,0.8248918186210211,0.6773110492881701,0.8507560694818891,0.4983501821665274,0.7390610064876596,0.9093542396517478,0.9240687095490252,0.1342026892714166,0.21499818587359595,0.44388844486042706,0.7017024406126953,0.3631841856210214,0.5113893914125593,0.695532867319677,0.9138751171333527
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.6005 (0.5730, 0.6255)","0.5990 (0.5712, 0.6248)","0.6678 (0.6564, 0.6815)","0.0175 (0.0038, 0.0375)","0.0800 (0.0663, 0.0950)","0.3063 (0.2869, 0.3300)","0.6883 (0.6618, 0.7140)","0.0283 (0.0102, 0.0487)","0.5699 (0.5519, 0.5876)","0.0112 (0.0032, 0.0206)",0.8705454508907029,0.9139786157314327,0.8687478064538411,0.9102688413211203,0.8220614329485562,0.8589752726378059,0.9148344671405452,0.9572117485424074,0.24470134536790764,0.5411001580670634,0.8196485207668799,0.8550486229926919,0.15247412205942557,0.2366986689733809,0.3219407710736132,0.6396723883537412,0.3599112323387688,0.5100629678630987,0.5876268627671585,0.909267097879788
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.6015 (0.5775, 0.6235)","0.6001 (0.5782, 0.6207)","0.6688 (0.6566, 0.6818)","0.0175 (0.0044, 0.0319)","0.0794 (0.0656, 0.0925)","0.3100 (0.2900, 0.3350)","0.6862 (0.6615, 0.7109)","0.0261 (0.0087, 0.0418)","0.5702 (0.5536, 0.5877)","0.0100 (0.0025, 0.0194)",0.7637984874511065,0.8245551853165354,0.7631326068405142,0.8253690474165786,0.9817200040707175,0.9880130810198887,0.863854888768311,0.9374730078001474,0.11063754085496998,0.31358884275037296,0.44215275803741577,0.5222103138354824,0.31989982236952125,0.4425046001058576,0.4344666289503032,0.7009693549559016,0.38377666786147635,0.5308628797731435,0.49020196483938755,0.8842858973573265
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.5995 (0.5760, 0.6215)","0.5977 (0.5762, 0.6181)","0.6632 (0.6509, 0.6776)","0.0144 (0.0094, 0.0187)","0.0663 (0.0506, 0.0825)","0.3019 (0.2794, 0.3294)","0.6800 (0.6566, 0.7052)","0.0280 (0.0113, 0.0521)","0.5726 (0.5568, 0.5882)","0.0119 (0.0031, 0.0231)",0.9412849368649836,0.9580935964518584,0.9782915634302997,0.9817362520339274,0.17029074206482842,0.23978158299711264,0.5568862380283706,0.8032506566952995,0.10724180251167129,0.31358884275037296,0.6589240696454051,0.7184102703772819,0.9397401694789537,0.958046796157115,0.523956276214774,0.7663472638094592,0.42848833718603674,0.5742322976957097,0.6773310648073798,0.9138751171333527
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 10.0}",10,"0.5695 (0.5445, 0.5945)","0.5619 (0.5309, 0.5874)","0.6295 (0.5878, 0.6638)","0.0219 (0.0112, 0.0350)","0.0969 (0.0706, 0.1238)","0.2444 (0.1912, 0.2888)","0.6679 (0.6351, 0.6971)","0.0393 (0.0180, 0.0639)","0.5786 (0.5636, 0.5916)","0.0206 (0.0094, 0.0356)",0.003163101793032716,0.016983160327370937,0.006919546578383372,0.030862929179964554,0.08392450615259524,0.13176147465957452,0.7189115778759996,0.8629148171560757,0.8189396496819416,0.9151140569399632,0.03191777593128388,0.05192840229234787,0.5422541652148266,0.6523670799902512,0.15016116889491443,0.42342744021719114,0.9381916050133966,0.957525977996332,0.6151669116888117,0.9102168949389025
synthetic_low_dense,GCN,epsd_tuned,"{""lambda_epsd"": 3.0}",10,"0.5955 (0.5715, 0.6180)","0.5909 (0.5682, 0.6128)","0.6553 (0.6409, 0.6711)","0.0175 (0.0094, 0.0256)","0.1063 (0.0856, 0.1269)","0.2850 (0.2594, 0.3144)","0.6748 (0.6538, 0.6988)","0.0165 (0.0065, 0.0272)","0.5685 (0.5474, 0.5865)","0.0150 (0.0069, 0.0250)",0.5626798796719863,0.6766403616308696,0.34597796099985645,0.5030801983926484,0.06858763717118645,0.11021496962701295,0.8671629050688412,0.9374730078001474,0.35642874002090924,0.6506896765497994,0.06336439248251104,0.09565586172840608,0.6305617495292051,0.7199868703715286,0.6027782927272681,0.8121608660130945,0.17110426319560923,0.29358873575640054,0.9426717146214046,0.9784973449319558
synthetic_low_dense,GCN,label_smoothing,"{""alpha"": 0.01}",10,"0.5980 (0.5750, 0.6185)","0.5967 (0.5764, 0.6183)","0.6688 (0.6558, 0.6839)","0.0162 (0.0081, 0.0256)","0.0956 (0.0775, 0.1125)","0.3087 (0.2919, 0.3263)","0.6803 (0.6536, 0.7069)","0.0224 (0.0099, 0.0350)","0.5800 (0.5566, 0.6026)","0.0156 (0.0087, 0.0244)",0.16785065605707503,0.31063270763809336,0.20419120751233444,0.35484447646960554,0.9505777050770319,0.9690954525785326,0.4899714249333263,0.7706585728850811,0.41155989255858416,0.6978790149965699,0.08210986156371569,0.11881334806915543,0.2658305535175936,0.37769589956798366,0.34343639613791355,0.6396723883537412,0.7206069935730142,0.7997759431589619,0.9941336932882279,0.9995661178417156
synthetic_low_dense,GCN,label_smoothing,"{""alpha"": 0.05}",10,"0.5935 (0.5740, 0.6135)","0.5917 (0.5721, 0.6113)","0.6731 (0.6602, 0.6886)","0.0156 (0.0081, 0.0231)","0.0975 (0.0812, 0.1119)","0.3156 (0.2993, 0.3350)","0.6860 (0.6597, 0.7130)","0.0372 (0.0189, 0.0562)","0.5826 (0.5603, 0.6004)","0.0144 (0.0081, 0.0212)",0.03987193860194758,0.11032526700538893,0.0321541008767454,0.09447338917394268,0.050435911219314455,0.0837929953590727,0.6366787478966836,0.8325450100883367,0.5680055161699819,0.7720940782570316,0.031652102816202225,0.05176437648066406,0.1434011810419811,0.22627121028734706,0.08401884510992824,0.34427155675539634,0.3099173058600453,0.4547384768226833,0.5060503657251969,0.9040123038197692
synthetic_low_dense,GCN,label_smoothing,"{""alpha"": 0.1}",10,"0.5915 (0.5740, 0.6100)","0.5900 (0.5699, 0.6076)","0.6783 (0.6652, 0.6942)","0.0281 (0.0156, 0.0444)","0.0838 (0.0694, 0.0994)","0.3231 (0.3056, 0.3437)","0.6919 (0.6681, 0.7176)","0.0428 (0.0156, 0.0745)","0.5826 (0.5643, 0.5999)","0.0138 (0.0069, 0.0200)",0.02195620183644588,0.07276183166729158,0.019332544063106423,0.06406715183703873,0.024999919549034397,0.044602129195436366,0.3394148146324792,0.6589208148677645,0.5335458596239498,0.7454157930783891,0.006469889122775417,0.013278073101643665,0.1295608422597583,0.20970156943074283,0.22545349986240204,0.5392067390834658,0.43095882596000584,0.5742322976957097,0.39142938479645334,0.8522161625522906
synthetic_low_dense,GCN,label_smoothing,"{""alpha"": 0.2}",10,"0.5865 (0.5655, 0.6080)","0.5850 (0.5636, 0.6065)","0.6931 (0.6783, 0.7083)","0.0306 (0.0156, 0.0475)","0.0994 (0.0850, 0.1144)","0.3425 (0.3225, 0.3644)","0.6975 (0.6752, 0.7220)","0.0312 (0.0149, 0.0496)","0.5926 (0.5729, 0.6082)","0.0131 (0.0069, 0.0206)",0.006959996995098133,0.0314857006921106,0.018350167184338167,0.06159127363030885,0.0001782374889617641,0.0005381401109037878,0.3600521263466366,0.6674329956503458,0.5891552976083722,0.7838761163094443,0.00015642077453174204,0.000506351785597598,0.023774571001515934,0.05044064388159462,0.11200232301663732,0.36901818004428927,0.011623189445597886,0.036865469554724604,0.34242395215401816,0.8522161625522906
synthetic_low_dense,GCN,none,{},10,"0.5990 (0.5785, 0.6195)","0.5975 (0.5741, 0.6191)","0.6689 (0.6566, 0.6825)","0.0188 (0.0088, 0.0306)","0.0925 (0.0775, 0.1069)","0.3050 (0.2887, 0.3250)","0.6793 (0.6509, 0.7060)","0.0197 (0.0074, 0.0328)","0.5794 (0.5578, 0.5985)","0.0156 (0.0075, 0.0250)",,,,,,,,,,,,,,,,,,,,
synthetic_low_dense,GraphSAGE,dropedge,"{""rate"": 0.1}",10,"0.7800 (0.7540, 0.8110)","0.7775 (0.7483, 0.8102)","0.7993 (0.7815, 0.8169)","0.0231 (0.0112, 0.0388)","0.1419 (0.1169, 0.1675)","0.5494 (0.5194, 0.5807)","0.8052 (0.7877, 0.8228)","0.0301 (0.0134, 0.0514)","0.6878 (0.6732, 0.7036)","0.0100 (0.0031, 0.0187)",0.32138198860451583,0.5071470098409604,0.38859171544871296,0.5482605886281345,0.27980486818322176,0.36915432188878833,0.09538746275933539,0.38543454512372993,0.09296769414450234,0.30094696867395604,0.3634717664882095,0.43896205645114533,0.0217543815084584,0.04678682050449272,0.10374962332761792,0.35685310001697157,0.872850239773363,0.9105480906605846,0.6909722897922583,0.9138751171333527
synthetic_low_dense,GraphSAGE,dropedge,"{""rate"": 0.2}",10,"0.7700 (0.7410, 0.8000)","0.7679 (0.7381, 0.7972)","0.7969 (0.7812, 0.8137)","0.0275 (0.0156, 0.0419)","0.1338 (0.1119, 0.1556)","0.5500 (0.5218, 0.5850)","0.8037 (0.7820, 0.8249)","0.0275 (0.0117, 0.0489)","0.6852 (0.6689, 0.7034)","0.0163 (0.0069, 0.0275)",0.5126263078067381,0.6436057168498696,0.4542427238884229,0.5993744855339463,0.6992701431230671,0.7650551391660038,0.6723938763525824,0.8486261423320899,0.2777772731943868,0.5871311789706556,0.3833197021937945,0.4611585689228026,0.02914729833228542,0.05923206133963425,0.08285419740024243,0.34427155675539634,0.7914712980862346,0.8540274487940813,0.6281306584842007,0.9102168949389025
synthetic_low_dense,GraphSAGE,dropedge,"{""rate"": 0.3}",10,"0.7745 (0.7490, 0.8050)","0.7725 (0.7465, 0.8042)","0.7982 (0.7822, 0.8131)","0.0275 (0.0156, 0.0400)","0.1363 (0.1062, 0.1706)","0.5494 (0.5237, 0.5794)","0.8056 (0.7881, 0.8243)","0.0250 (0.0110, 0.0471)","0.6788 (0.6639, 0.6962)","0.0162 (0.0094, 0.0231)",1.0,1.0,0.9526722871278993,0.9662334584749156,0.3426719203954443,0.42134030244483694,0.6965451365505513,0.857888019676478,0.4198007800315399,0.701156621967572,0.31788761769412455,0.38990903107794966,0.0033465987074446746,0.008522421793767547,0.06998509817305801,0.3399603377447811,0.2665878936139329,0.4083346272915851,0.5566696511883176,0.909267097879788
synthetic_low_dense,GraphSAGE,dropedge,"{""rate"": 0.5}",10,"0.7635 (0.7340, 0.7975)","0.7611 (0.7297, 0.7898)","0.7897 (0.7773, 0.8037)","0.0206 (0.0100, 0.0319)","0.1156 (0.0950, 0.1363)","0.5394 (0.5125, 0.5706)","0.7957 (0.7767, 0.8162)","0.0200 (0.0061, 0.0387)","0.6724 (0.6607, 0.6857)","0.0200 (0.0094, 0.0319)",0.13716899746360442,0.26776139915840586,0.11222350923121992,0.24415038267860822,0.09204666218627668,0.1423775956969994,0.2569471681951695,0.6054981460200438,0.24181912190419172,0.5385191792760013,0.05474783633246367,0.08510307231878017,0.583167283289724,0.6851045811051832,0.013014062953103955,0.21616518158948222,0.0960890533738113,0.18740349539985557,0.3927604374414681,0.8522161625522906
synthetic_low_dense,GraphSAGE,edge_sparsification,"{""rate"": 0.05}",10,"0.7655 (0.7445, 0.7885)","0.7628 (0.7421, 0.7853)","0.7942 (0.7775, 0.8097)","0.0144 (0.0075, 0.0225)","0.1281 (0.1050, 0.1525)","0.5525 (0.5269, 0.5869)","0.8017 (0.7839, 0.8226)","0.0201 (0.0098, 0.0329)","0.6978 (0.6729, 0.7188)","0.0225 (0.0163, 0.0287)",0.16191866442661138,0.3076454624105616,0.12440468725001479,0.2556606742030653,0.759458970728493,0.8173104147802387,0.02110040824594833,0.195119585513664,0.6832335394034298,0.8204395006877949,0.5561594048233738,0.6350329204165068,0.15575719356129591,0.23974391557964175,0.16532743236040345,0.4533494411978785,0.45843287315957637,0.602292561389569,0.04083549328874826,0.688392717747149
synthetic_low_dense,GraphSAGE,edge_sparsification,"{""rate"": 0.1}",10,"0.7660 (0.7450, 0.7885)","0.7631 (0.7432, 0.7875)","0.7986 (0.7825, 0.8127)","0.0144 (0.0069, 0.0232)","0.1288 (0.1056, 0.1607)","0.5638 (0.5344, 0.5950)","0.8064 (0.7856, 0.8285)","0.0176 (0.0072, 0.0304)","0.6976 (0.6774, 0.7160)","0.0169 (0.0100, 0.0244)",0.11987694797075389,0.24769702574810082,0.08866852875133324,0.2114629224177757,0.5701850574397428,0.6463469604190587,0.011873548683729765,0.1429392591541314,0.7520142901173235,0.8831707698481785,0.5319896070346072,0.6096523233900243,0.03702126644058161,0.07265423538964141,0.07613480776247956,0.34427155675539634,0.4132449005130769,0.5593055981082161,0.2574208884396726,0.8522161625522906
synthetic_low_dense,GraphSAGE,edge_sparsification,"{""rate"": 0.2}",10,"0.7590 (0.7410, 0.7805)","0.7568 (0.7380, 0.7781)","0.8052 (0.7888, 0.8200)","0.0131 (0.0063, 0.0219)","0.1206 (0.0994, 0.1456)","0.5737 (0.5350, 0.6144)","0.8138 (0.7937, 0.8347)","0.0140 (0.0047, 0.0258)","0.6949 (0.6761, 0.7107)","0.0238 (0.0131, 0.0362)",0.04133806510361501,0.11220331956695503,0.03909256646275035,0.11141381441883849,0.10216748400372987,0.15725779400574108,0.011373907215802904,0.1429392591541314,0.516826198558808,0.7454157930783891,0.031347022628116124,0.05176437648066406,0.007369897342221345,0.017399607259078964,0.0577369561015437,0.3399603377447811,0.5455924312988095,0.6710841082072123,0.04455753447196326,0.688392717747149
synthetic_low_dense,GraphSAGE,edge_sparsification,"{""rate"": 0.3}",10,"0.7515 (0.7360, 0.7675)","0.7494 (0.7340, 0.7652)","0.8123 (0.7988, 0.8256)","0.0156 (0.0075, 0.0256)","0.1281 (0.1007, 0.1544)","0.5956 (0.5644, 0.6300)","0.8177 (0.7983, 0.8362)","0.0203 (0.0049, 0.0352)","0.7034 (0.6843, 0.7237)","0.0237 (0.0144, 0.0325)",0.022593064298988857,0.0730113933662745,0.021277038666059216,0.06813433730142558,0.006450452721794591,0.013502947697623344,0.011538928597367774,0.1429392591541314,0.8031675741056136,0.9071748858602974,0.0003687440681636992,0.0010068316295947961,0.0038360375574370336,0.009559649151073242,0.18136491601717422,0.46530507142111094,0.20871641579922862,0.3395697127510766,0.054714964673007835,0.688392717747149
synthetic_low_dense,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.01}",10,"0.7750 (0.7530, 0.8030)","0.7727 (0.7482, 0.8009)","0.8047 (0.7898, 0.8186)","0.0206 (0.0106, 0.0325)","0.1225 (0.0906, 0.1569)","0.5687 (0.5412, 0.5981)","0.8060 (0.7896, 0.8250)","0.0275 (0.0095, 0.0478)","0.7123 (0.6969, 0.7290)","0.0131 (0.0025, 0.0263)",0.9151179230373988,0.9415473215366738,0.9619821724709058,0.9722160253695323,0.0012047703888189514,0.0028877702449553494,0.11679408173129593,0.41399738645327416,0.8014401459600887,0.9071748858602974,0.3014950142251615,0.37536752204512325,0.0012710865025474293,0.0038377034788451233,0.14529842319456188,0.4172330867880538,0.026266218076307878,0.0729875440350502,0.9465898228146093,0.9784973449319558
synthetic_low_dense,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.03}",10,"0.7575 (0.7355, 0.7805)","0.7550 (0.7320, 0.7792)","0.8186 (0.8057, 0.8312)","0.0287 (0.0169, 0.0444)","0.1275 (0.1025, 0.1544)","0.6019 (0.5782, 0.6269)","0.8207 (0.8049, 0.8382)","0.0356 (0.0153, 0.0594)","0.7206 (0.7100, 0.7315)","0.0144 (0.0025, 0.0300)",0.02352377096538924,0.07442764018978937,0.020625650001988502,0.0667989801200764,1.2938800475633512e-06,8.64421989223175e-06,0.8961440277371026,0.952105194514429,0.9065991952360188,0.9625356562385511,0.002239321298416765,0.0049517386457948185,1.7732916143072225e-05,0.00011463507591795166,0.7794728936530354,0.8969669695345591,0.0026811762103067277,0.01195099339947379,0.8503416292221594,0.9685873964486025
synthetic_low_dense,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.1}",10,"0.7350 (0.7105, 0.7585)","0.7326 (0.7103, 0.7562)","0.8388 (0.8262, 0.8509)","0.0331 (0.0162, 0.0544)","0.1813 (0.1537, 0.2132)","0.6362 (0.6138, 0.6594)","0.8432 (0.8289, 0.8581)","0.0395 (0.0157, 0.0685)","0.7347 (0.7191, 0.7529)","0.0206 (0.0081, 0.0350)",0.0021843398358438555,0.013245464962031888,0.002445128742393334,0.01314833380343585,7.410548975712595e-07,5.675396044814036e-06,0.6008930628323165,0.8269077646235701,0.03580926095498509,0.17847790380738598,0.0006337134187141112,0.0016047259151308944,1.003272884403809e-05,6.848427950060783e-05,0.8646148773038334,0.9435343302768944,0.0012609879383174317,0.0071990947751213365,0.439802872379446,0.8522161625522906
synthetic_low_dense,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 0.3}",10,"0.7140 (0.6840, 0.7455)","0.7124 (0.6854, 0.7410)","0.8560 (0.8416, 0.8685)","0.0250 (0.0131, 0.0400)","0.2081 (0.1725, 0.2488)","0.6594 (0.6331, 0.6850)","0.8637 (0.8521, 0.8765)","0.0292 (0.0089, 0.0513)","0.7313 (0.7175, 0.7479)","0.0175 (0.0094, 0.0269)",2.529643106605924e-05,0.0004557905770546785,2.23714317717592e-05,0.00039849112843446077,2.560312603000996e-07,2.4361762343706447e-06,0.5193098760136245,0.7971706409102651,0.013600421222881959,0.09086238859542416,8.955437299418078e-06,4.065212939736542e-05,5.51566592268702e-06,4.224192926155425e-05,0.4902996683222678,0.7449698843925718,0.0028905882560445223,0.012127026859725705,0.3514133784775775,0.8522161625522906
synthetic_low_dense,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",10,"0.6790 (0.6580, 0.7010)","0.6789 (0.6608, 0.7019)","0.8631 (0.8518, 0.8773)","0.0462 (0.0256, 0.0662)","0.2268 (0.2068, 0.2481)","0.6550 (0.6306, 0.6806)","0.8690 (0.8559, 0.8822)","0.0598 (0.0312, 0.0865)","0.7346 (0.7158, 0.7542)","0.0131 (0.0050, 0.0232)",4.4834447863369557e-07,2.555563528212065e-05,1.1402764059605906e-06,5.1273023944777275e-05,1.147031310692796e-06,8.00372959016751e-06,0.08251145281348889,0.3578622469402542,0.00010205108691433852,0.0026703367742585246,8.496356395566947e-05,0.00029918829028426796,5.934099136722573e-06,4.4364455450735426e-05,0.17343555427790708,0.45358387052452037,0.005152643800295941,0.019493134377023196,0.9120029720739437,0.9784973449319558
synthetic_low_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.01}",10,"0.7690 (0.7480, 0.7940)","0.7670 (0.7461, 0.7939)","0.8099 (0.7986, 0.8223)","0.0225 (0.0112, 0.0363)","0.1094 (0.0850, 0.1419)","0.5938 (0.5619, 0.6256)","0.8058 (0.7877, 0.8250)","0.0267 (0.0084, 0.0529)","0.7008 (0.6860, 0.7171)","0.0169 (0.0069, 0.0307)",0.11112696121504241,0.2368759344705138,0.09418076571675807,0.2182237254412687,9.027411603867531e-06,4.887253868300698e-05,0.017171323509074417,0.16795700807313413,0.07675641053075713,0.26779458785175264,4.287326989471901e-05,0.00015837890290519726,7.652167126853913e-06,5.587861576353788e-05,0.09944535940934444,0.35342298920133475,0.0027883146385517246,0.011993572554866322,0.35241955460561974,0.8522161625522906
synthetic_low_dense,GraphSAGE,label_smoothing,"{""alpha"": 0.05}",10,"0.7600 (0.7375, 0.7875)","0.7580 (0.7351, 0.7855)","0.8544 (0.8404, 0.8700)","0.0387 (0.0163, 0.0694)","0.1844 (0.1194, 0.2594)","0.6675 (0.6462, 0.6894)","0.8315 (0.8145, 0.8478)","0.0115 (0.0013, 0.0273)","0.7193 (0.7058, 0.7343)","0.0175 (0.0081, 0.0288)",0.05313513354062968,0.1364280455772924,0.045957013428947584,0.12642300285103036,2.3849803096993585e-05,0.00010853388655733312,0.6114564045302959,0.8285101931514399,0.21975601107237608,0.5188224622310232,2.4844950679986282e-06,1.4015412029584053e-05,0.0001540712779647569,0.0007114467835431422,0.010342041286957517,0.2104783425759268,0.0005428128086166691,0.0035789997742885983,0.40034642524746883,0.8522161625522906
